longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-124.13,40.62,43.0,1.0,1.0,910.0,389.0,3225.5,169200.0,NEAR OCEAN
-124.16,40.6,39.0,1.0,1.0,642.0,292.0,3064.8750000000005,155200.0,NEAR OCEAN
-124.15,40.59,39.0,1.0,1.0,539.0,212.0,2617.25,144200.0,NEAR OCEAN
-124.14,40.6,27.0,1.0,1.0,521.0,219.0,5031.25,241200.0,NEAR OCEAN
-124.14,40.59,22.0,1.0,1.0,826.0,382.0,1953.125,118600.0,NEAR OCEAN
-124.14,40.59,17.0,1.0,1.0,1544.0,584.0,2722.5,138600.0,NEAR OCEAN
-124.05,40.59,32.0,1.0,1.0,937.0,353.0,4301.0,175400.0,<1H OCEAN
-124.09,40.55,24.0,1.0,1.0,1370.0,480.0,3455.5000000000005,179600.0,<1H OCEAN
-123.96,40.57,31.0,1.0,1.0,883.0,310.0,2895.875,170200.0,<1H OCEAN
-123.73,40.48,25.0,1.0,1.0,746.0,251.0,2144.125,139200.0,INLAND
-124.14,40.58,25.0,1.0,1.0,891.0,355.0,3373.375,170000.0,<1H OCEAN
-124.14,40.57,29.0,1.0,1.0,1314.0,562.0,2669.2500000000005,135200.0,<1H OCEAN
-124.11,40.57,33.0,1.0,1.0,573.0,236.0,3111.9999999999995,133200.0,<1H OCEAN
-124.13,40.55,38.0,1.0,,240.0,91.0,4062.5,174600.0,<1H OCEAN
-124.1,40.5,30.0,1.0,1.0,996.0,374.0,2794.625,129600.0,<1H OCEAN
-124.1,40.5,42.0,1.0,1.0,1300.0,504.0,2196.75,100000.0,<1H OCEAN
-124.09,40.44,38.0,1.0,1.0,1041.0,401.0,2993.375,126000.0,<1H OCEAN
-124.1,40.47,52.0,1.0,1.0,965.0,265.0,4418.125,95000.0,<1H OCEAN
-124.03,40.45,34.0,1.0,1.0,443.0,158.0,3261.75,127600.0,<1H OCEAN
-124.26,40.58,52.0,1.0,1.0,907.0,369.0,2946.375,207800.0,NEAR OCEAN
-124.23,40.54,52.0,1.0,1.0,1152.0,435.0,3850.75,198400.0,NEAR OCEAN
-124.35,40.54,52.0,1.0,1.0,806.0,270.0,3768.375,174200.0,NEAR OCEAN
-124.25,40.28,32.0,1.0,1.0,434.0,187.0,2427.125,137200.0,NEAR OCEAN
-124.08,40.06,17.0,1.0,1.0,393.0,163.0,3281.25,256200.0,NEAR OCEAN
-124.0,40.22,16.0,1.0,1.0,816.0,326.0,1648.75,126400.0,<1H OCEAN
-123.84,40.28,28.0,1.0,1.0,1093.0,438.0,2620.25,133000.0,<1H OCEAN
-123.68,40.24,31.0,1.0,1.0,917.0,359.0,2156.25,93600.0,<1H OCEAN
-123.82,40.16,19.0,1.0,1.0,1184.0,453.0,1528.3749999999998,138600.0,<1H OCEAN
-123.82,40.12,33.0,1.0,1.0,1221.0,486.0,2608.7499999999995,149800.0,<1H OCEAN
-123.75,40.11,35.0,1.0,1.0,900.0,402.0,2453.125,188000.0,<1H OCEAN
-123.78,40.05,17.0,1.0,1.0,899.0,347.0,2733.0,188800.0,<1H OCEAN
-115.52,33.12,38.0,1.0,1.0,784.0,231.0,2349.125,106600.0,INLAND
-115.52,33.13,18.0,1.0,1.0,1006.0,253.0,2703.7500000000005,91800.0,INLAND
-115.51,33.12,21.0,1.0,1.0,890.0,232.0,2626.25,78400.0,INLAND
-115.46,33.19,33.0,1.0,1.0,777.0,298.0,1250.0,65000.0,INLAND
-115.51,33.24,32.0,1.0,1.0,1069.0,410.0,2069.0,71600.0,INLAND
-115.6,33.2,37.0,1.0,1.0,390.0,142.0,3063.875,130000.0,INLAND
-115.73,33.09,27.0,1.0,1.0,258.0,61.0,3625.0,160000.0,INLAND
-115.62,33.04,17.0,1.0,1.0,745.0,217.0,2557.875,107400.0,INLAND
-115.62,33.04,20.0,1.0,1.0,766.0,230.0,2871.125,109000.0,INLAND
-115.6,33.04,31.0,1.0,1.0,152.0,56.0,4184.0,168400.0,INLAND
-115.41,32.99,29.0,1.0,1.0,684.0,194.0,4254.75,200600.0,INLAND
-115.59,32.96,17.0,1.0,1.0,473.0,154.0,3997.3750000000005,212000.0,INLAND
-115.52,32.98,32.0,1.0,1.0,1307.0,345.0,1822.875,102200.0,INLAND
-115.52,32.98,21.0,1.0,1.0,1244.0,316.0,2756.75,117800.0,INLAND
-115.53,32.99,25.0,1.0,1.0,2082.0,565.0,2144.875,109400.0,INLAND
-115.51,32.99,20.0,1.0,1.0,1104.0,317.0,2386.0,112400.0,INLAND
-115.54,32.99,23.0,1.0,1.0,1148.0,388.0,1921.4999999999998,123800.0,INLAND
-115.54,32.98,27.0,1.0,1.0,1121.0,381.0,2433.0,106200.0,INLAND
-115.54,32.99,17.0,1.0,1.0,911.0,254.0,5440.374999999999,177000.0,INLAND
-115.55,32.98,24.0,1.0,1.0,1447.0,473.0,4074.125,146600.0,INLAND
-115.54,32.97,41.0,1.0,1.0,1188.0,430.0,3761.375,126600.0,INLAND
-115.53,32.97,35.0,1.0,1.0,933.0,318.0,3007.875,126400.0,INLAND
-115.55,32.98,33.0,1.0,1.0,952.0,360.0,6793.625,271000.0,INLAND
-115.56,32.96,21.0,1.0,1.0,1164.0,421.0,4772.125,199400.0,INLAND
-115.53,32.97,34.0,1.0,1.0,1568.0,510.0,1902.125,105600.0,INLAND
-115.52,32.97,24.0,1.0,1.0,1416.0,401.0,2468.75,117800.0,INLAND
-115.52,32.97,10.0,1.0,1.0,1376.0,337.0,2488.875,120000.0,INLAND
-115.32,32.82,34.0,1.0,1.0,327.0,89.0,4566.0,185000.0,INLAND
-115.39,32.76,16.0,1.0,1.0,481.0,185.0,7819.75,277600.0,INLAND
-115.4,32.86,19.0,1.0,1.0,649.0,173.0,4147.75,212600.0,INLAND
-115.37,32.81,23.0,1.0,1.0,866.0,275.0,2949.25,133600.0,INLAND
-115.37,32.82,14.0,1.0,1.0,867.0,261.0,2421.875,146800.0,INLAND
-115.37,32.82,30.0,1.0,1.0,1130.0,335.0,4466.875,127200.0,INLAND
-115.38,32.82,38.0,1.0,1.0,1175.0,374.0,2492.375,116600.0,INLAND
-115.38,32.81,35.0,1.0,1.0,950.0,241.0,2369.75,120000.0,INLAND
-115.37,32.81,32.0,1.0,1.0,623.0,169.0,2200.5,122200.0,INLAND
-115.57,32.85,33.0,1.0,1.0,825.0,250.0,4049.4999999999995,109600.0,INLAND
-115.57,32.85,17.0,1.0,1.0,728.0,246.0,2176.375,112000.0,INLAND
-115.57,32.84,29.0,1.0,1.0,804.0,288.0,2441.375,107200.0,INLAND
-115.57,32.83,31.0,1.0,1.0,959.0,284.0,4410.25,120000.0,INLAND
-115.59,32.85,20.0,1.0,1.0,862.0,248.0,6093.75,166600.0,INLAND
-115.6,32.87,3.0,1.0,1.0,1005.0,312.0,5161.625,151400.0,INLAND
-115.49,32.87,19.0,1.0,1.0,457.0,106.0,4197.875,190600.0,INLAND
-115.64,32.8,23.0,1.0,1.0,569.0,235.0,3958.375,235000.0,INLAND
-115.69,32.79,18.0,1.0,1.0,1161.0,343.0,2723.9999999999995,95400.0,INLAND
-115.73,32.8,44.0,1.0,1.0,206.0,57.0,2760.375,172600.0,INLAND
-115.72,32.75,16.0,1.0,1.0,123.0,54.0,2617.25,160000.0,INLAND
-115.64,32.75,19.0,1.0,1.0,198.0,55.0,2031.25,210000.0,INLAND
-115.58,32.81,5.0,1.0,1.0,458.0,143.0,5593.75,177600.0,INLAND
-115.55,32.82,34.0,1.0,1.0,1013.0,274.0,3207.9999999999995,120000.0,INLAND
-115.58,32.81,10.0,1.0,1.0,533.0,201.0,4574.625,160000.0,INLAND
-115.57,32.8,17.0,1.0,1.0,1595.0,428.0,2148.5,124800.0,INLAND
-115.57,32.8,16.0,1.0,1.0,961.0,327.0,1481.625,130200.0,INLAND
-115.57,32.8,16.0,1.0,1.0,1184.0,513.0,2343.75,172600.0,INLAND
-115.48,32.8,21.0,1.0,1.0,805.0,239.0,3271.5,162000.0,INLAND
-115.52,32.77,18.0,1.0,1.0,1166.0,333.0,2802.1249999999995,143400.0,INLAND
-115.53,32.73,14.0,1.0,1.0,1453.0,332.0,2168.75,107400.0,INLAND
-115.52,32.73,17.0,1.0,1.0,1113.0,258.0,2946.375,111200.0,INLAND
-115.5,32.75,13.0,1.0,1.0,822.0,64.0,4263.375,270000.0,INLAND
-115.55,32.8,23.0,1.0,1.0,580.0,160.0,2642.0,107000.0,INLAND
-115.55,32.79,22.0,1.0,1.0,692.0,141.0,1510.375,92200.0,INLAND
-115.54,32.79,30.0,1.0,1.0,733.0,186.0,2075.875,97200.0,INLAND
-115.54,32.79,23.0,1.0,1.0,1370.0,377.0,1593.75,105800.0,INLAND
-115.55,32.79,23.0,1.0,1.0,697.0,201.0,2043.875,104200.0,INLAND
-115.57,32.8,33.0,1.0,1.0,1066.0,211.0,5714.25,122200.0,INLAND
-115.56,32.8,25.0,1.0,1.0,1193.0,351.0,2747.3750000000005,112800.0,INLAND
-115.56,32.8,28.0,1.0,1.0,1335.0,397.0,1998.375,103800.0,INLAND
-115.56,32.8,15.0,1.0,1.0,1024.0,298.0,1735.2500000000002,123800.0,INLAND
-115.56,32.79,18.0,1.0,1.0,1377.0,429.0,1671.625,101600.0,INLAND
-115.56,32.78,34.0,1.0,1.0,1627.0,522.0,4010.375,137400.0,INLAND
-115.56,32.79,20.0,1.0,1.0,2283.0,767.0,1463.375,110000.0,INLAND
-115.57,32.79,50.0,1.0,1.0,864.0,274.0,2083.375,121200.0,INLAND
-115.56,32.78,46.0,1.0,1.0,1583.0,469.0,3825.3749999999995,126600.0,INLAND
-115.56,32.78,35.0,1.0,1.0,615.0,191.0,5769.25,157400.0,INLAND
-115.57,32.78,25.0,1.0,1.0,1135.0,332.0,6409.999999999999,184200.0,INLAND
-115.56,32.78,29.0,1.0,1.0,848.0,245.0,3949.625,137400.0,INLAND
-115.55,32.78,5.0,1.0,1.0,1767.0,536.0,3503.1250000000005,153600.0,INLAND
-115.58,32.78,5.0,1.0,1.0,1416.0,421.0,7230.375,205200.0,INLAND
-115.59,32.79,8.0,1.0,1.0,1000.0,287.0,7976.75,304800.0,INLAND
-115.58,32.79,14.0,1.0,1.0,762.0,451.0,2079.375,113800.0,INLAND
-115.57,32.79,34.0,1.0,1.0,621.0,208.0,4505.25,132200.0,INLAND
-115.57,32.78,29.0,1.0,1.0,1173.0,360.0,5046.875,157800.0,INLAND
-115.57,32.78,20.0,1.0,1.0,871.0,222.0,7839.374999999999,179400.0,INLAND
-115.57,32.78,15.0,1.0,1.0,803.0,277.0,5377.625,160000.0,INLAND
-115.56,32.76,15.0,1.0,1.0,653.0,185.0,5602.625,265600.0,INLAND
-115.59,32.69,30.0,1.0,1.0,649.0,148.0,3221.1250000000005,173800.0,INLAND
-115.49,32.69,17.0,1.0,1.0,1691.0,356.0,2373.75,113000.0,INLAND
-115.4,32.7,19.0,1.0,1.0,531.0,134.0,2104.75,176600.0,INLAND
-115.49,32.67,25.0,1.0,1.0,2185.0,602.0,1718.75,125200.0,INLAND
-115.49,32.67,24.0,1.0,1.0,1083.0,298.0,1853.4999999999998,131200.0,INLAND
-115.48,32.68,15.0,1.0,1.0,2097.0,622.0,2914.875,167400.0,INLAND
-115.5,32.68,18.0,1.0,1.0,3565.0,924.0,1991.375,161800.0,INLAND
-115.5,32.67,35.0,1.0,1.0,1694.0,475.0,2722.0,136000.0,INLAND
-115.49,32.67,29.0,1.0,1.0,1302.0,393.0,1413.875,154400.0,INLAND
-115.51,32.68,11.0,1.0,1.0,2644.0,581.0,3281.25,130400.0,INLAND
-115.52,32.67,6.0,1.0,1.0,2807.0,594.0,2578.125,120400.0,INLAND
-116.05,33.33,17.0,1.0,1.0,135.0,57.0,2161.5,147600.0,INLAND
-116.0,33.19,16.0,1.0,1.0,81.0,33.0,1579.875,87600.0,INLAND
-115.88,32.93,15.0,1.0,1.0,51.0,20.0,5026.000000000001,50000.0,INLAND
-116.0,32.74,26.0,1.0,1.0,329.0,158.0,1792.25,72800.0,INLAND
-115.9,32.69,18.0,1.0,1.0,98.0,54.0,1927.125,100000.0,INLAND
-116.01,33.41,20.0,1.0,1.0,659.0,295.0,3585.5,110600.0,INLAND
-115.99,33.4,15.0,1.0,1.0,515.0,273.0,2513.625,93600.0,INLAND
-115.94,33.38,5.0,1.0,1.0,41.0,21.0,3375.0,102600.0,INLAND
-115.98,33.32,8.0,1.0,1.0,63.0,24.0,1836.0000000000002,92600.0,INLAND
-115.91,33.36,15.0,1.0,1.0,160.0,73.0,1152.5,120000.0,INLAND
-115.9,33.34,19.0,1.0,1.0,329.0,155.0,2232.125,110600.0,INLAND
-115.96,33.3,27.0,1.0,1.0,112.0,57.0,1406.25,93800.0,INLAND
-115.95,33.28,12.0,1.0,1.0,37.0,17.0,2369.75,92600.0,INLAND
-115.8,33.26,2.0,1.0,1.0,30.0,16.0,6671.75,80000.0,INLAND
-114.73,33.43,24.0,1.0,1.0,227.0,139.0,1120.5,103400.0,INLAND
-114.98,33.07,18.0,1.0,1.0,374.0,127.0,3950.875,100000.0,INLAND
-115.73,33.36,19.0,1.0,1.0,476.0,169.0,2215.875,85000.0,INLAND
-115.73,33.35,23.0,1.0,1.0,338.0,182.0,1516.5,45000.0,INLAND
-114.65,32.79,21.0,1.0,1.0,64.0,27.0,1071.375,35000.0,INLAND
-114.55,32.8,19.0,1.0,1.0,1431.0,608.0,1593.75,97200.0,INLAND
-114.63,32.76,15.0,1.0,1.0,949.0,300.0,1073.125,75000.0,INLAND
-114.66,32.74,17.0,1.0,1.0,775.0,320.0,1506.125,73000.0,INLAND
-118.18,37.35,16.0,1.0,1.0,1501.0,714.0,2651.5,201600.0,INLAND
-118.43,37.4,19.0,1.0,1.0,1225.0,425.0,5197.000000000001,268000.0,INLAND
-118.6,37.39,19.0,1.0,1.0,1134.0,399.0,4016.5,317000.0,INLAND
-118.45,37.25,20.0,1.0,1.0,721.0,270.0,3852.125,222600.0,INLAND
-118.45,37.37,26.0,1.0,1.0,1385.0,523.0,5421.25,264400.0,INLAND
-118.42,37.35,21.0,1.0,1.0,1413.0,520.0,5468.75,345800.0,INLAND
-118.42,37.36,18.0,1.0,1.0,1425.0,465.0,2173.5,93800.0,INLAND
-118.4,37.36,34.0,1.0,1.0,1172.0,575.0,2465.25,217200.0,INLAND
-118.39,37.37,25.0,1.0,1.0,1477.0,770.0,2290.625,196600.0,INLAND
-118.39,37.36,38.0,1.0,1.0,902.0,396.0,2907.625,181800.0,INLAND
-118.3,37.17,22.0,1.0,1.0,1541.0,636.0,3437.5,174000.0,INLAND
-117.9,36.95,19.0,1.0,1.0,51.0,22.0,2161.5,260000.0,INLAND
-118.31,36.94,35.0,1.0,1.0,861.0,371.0,2906.25,146200.0,INLAND
-118.05,36.64,34.0,1.0,1.0,896.0,426.0,2544.625,133400.0,INLAND
-118.18,36.63,23.0,1.0,1.0,1019.0,384.0,2821.75,194400.0,INLAND
-117.69,36.13,25.0,1.0,1.0,632.0,292.0,2233.5,76000.0,INLAND
-117.02,36.4,19.0,1.0,1.0,490.0,164.0,2625.0,14998.0,INLAND
-116.22,36.0,14.0,1.0,1.0,436.0,213.0,1433.875,50800.0,INLAND
-119.02,35.42,42.0,1.0,1.0,1124.0,447.0,3447.8750000000005,114800.0,INLAND
-119.03,35.42,45.0,1.0,1.0,754.0,334.0,3212.875,109800.0,INLAND
-119.03,35.42,38.0,1.0,1.0,1491.0,568.0,3261.75,120800.0,INLAND
-119.03,35.45,14.0,1.0,1.0,1748.0,582.0,5395.25,159200.0,INLAND
-119.05,35.44,5.0,1.0,1.0,1182.0,438.0,3783.5,139000.0,INLAND
-119.02,35.44,29.0,1.0,1.0,1527.0,597.0,5015.625,153800.0,INLAND
-119.02,35.43,39.0,1.0,1.0,956.0,379.0,3967.0,126400.0,INLAND
-119.02,35.42,40.0,1.0,1.0,520.0,218.0,2840.875,119400.0,INLAND
-119.02,35.42,36.0,1.0,1.0,1021.0,374.0,2309.0,99800.0,INLAND
-119.02,35.42,40.0,1.0,1.0,1015.0,413.0,1824.75,90200.0,INLAND
-119.03,35.42,42.0,1.0,1.0,905.0,393.0,2035.75,94200.0,INLAND
-119.03,35.41,41.0,1.0,1.0,1005.0,373.0,2232.125,93600.0,INLAND
-119.04,35.42,47.0,1.0,1.0,913.0,358.0,2300.375,94400.0,INLAND
-119.05,35.42,41.0,1.0,1.0,1006.0,419.0,3549.125,99000.0,INLAND
-119.05,35.42,35.0,1.0,1.0,1368.0,455.0,2906.25,111400.0,INLAND
-119.02,35.41,21.0,1.0,1.0,1297.0,517.0,2571.875,119000.0,INLAND
-119.02,35.41,41.0,1.0,1.0,1106.0,473.0,2462.5,88800.0,INLAND
-119.03,35.41,37.0,1.0,1.0,911.0,365.0,2541.375,91400.0,INLAND
-119.04,35.41,25.0,1.0,1.0,844.0,309.0,3828.125,123800.0,INLAND
-119.02,35.41,31.0,1.0,1.0,1413.0,611.0,1652.75,87800.0,INLAND
-119.03,35.4,35.0,1.0,1.0,1566.0,583.0,2727.25,112000.0,INLAND
-119.04,35.41,20.0,1.0,1.0,1622.0,758.0,1698.375,120000.0,INLAND
-119.08,35.42,10.0,1.0,1.0,2089.0,591.0,6907.624999999999,249000.0,INLAND
-119.07,35.42,19.0,1.0,1.0,1872.0,731.0,3351.5,200200.0,INLAND
-119.09,35.41,12.0,1.0,1.0,1754.0,551.0,7029.375,246200.0,INLAND
-119.11,35.42,52.0,1.0,,37.0,16.0,12532.875000000002,385000.0,INLAND
-119.09,35.43,28.0,1.0,1.0,118.0,37.0,6071.375,460000.0,INLAND
-119.05,35.4,18.0,1.0,1.0,846.0,317.0,4826.375,237800.0,INLAND
-119.08,35.39,10.0,1.0,1.0,3242.0,1030.0,6968.75,249400.0,INLAND
-119.01,35.4,11.0,1.0,1.0,4781.0,1919.0,2138.625,74200.0,INLAND
-119.01,35.39,29.0,1.0,1.0,1134.0,419.0,2286.125,103800.0,INLAND
-119.01,35.38,36.0,1.0,1.0,426.0,208.0,1803.3750000000002,86200.0,INLAND
-119.02,35.39,30.0,1.0,1.0,169.0,101.0,1690.875,105000.0,INLAND
-118.99,35.4,43.0,1.0,1.0,890.0,374.0,5026.000000000001,165800.0,INLAND
-118.99,35.4,48.0,1.0,1.0,789.0,321.0,4464.25,154200.0,INLAND
-119.0,35.4,44.0,1.0,1.0,928.0,379.0,5488.25,172800.0,INLAND
-119.0,35.39,42.0,1.0,1.0,1203.0,487.0,4713.5,143800.0,INLAND
-119.0,35.39,51.0,1.0,1.0,648.0,300.0,3536.875,129200.0,INLAND
-118.97,35.41,36.0,1.0,1.0,937.0,303.0,4995.000000000001,156000.0,INLAND
-118.97,35.4,34.0,1.0,1.0,854.0,309.0,3988.25,137400.0,INLAND
-118.98,35.4,34.0,1.0,1.0,440.0,170.0,3549.125,124600.0,INLAND
-118.98,35.4,36.0,1.0,1.0,680.0,259.0,3727.625,131200.0,INLAND
-118.98,35.4,36.0,1.0,1.0,1052.0,325.0,4275.625,138200.0,INLAND
-118.98,35.41,36.0,1.0,1.0,640.0,274.0,4843.75,174000.0,INLAND
-118.96,35.4,28.0,1.0,1.0,2404.0,841.0,4040.625,163000.0,INLAND
-118.96,35.41,29.0,1.0,1.0,1542.0,659.0,3683.75,159200.0,INLAND
-118.95,35.4,23.0,1.0,1.0,2136.0,883.0,4609.375,188400.0,INLAND
-118.96,35.4,27.0,1.0,1.0,1271.0,427.0,4440.5,163200.0,INLAND
-118.96,35.39,23.0,1.0,1.0,2842.0,1042.0,3912.125,143000.0,INLAND
-118.96,35.38,34.0,1.0,1.0,888.0,352.0,4591.75,170800.0,INLAND
-118.95,35.38,35.0,1.0,1.0,906.0,373.0,4492.25,175400.0,INLAND
-118.96,35.38,41.0,1.0,1.0,973.0,406.0,3821.0,156200.0,INLAND
-118.94,35.38,26.0,1.0,1.0,2365.0,743.0,4691.625,159000.0,INLAND
-118.95,35.38,30.0,1.0,1.0,1419.0,480.0,4656.25,151200.0,INLAND
-118.92,35.38,33.0,1.0,1.0,1733.0,545.0,4788.375,126200.0,INLAND
-118.95,35.41,21.0,1.0,1.0,1889.0,688.0,4843.75,184000.0,INLAND
-118.94,35.4,14.0,1.0,1.0,2815.0,935.0,5276.75,194200.0,INLAND
-118.94,35.39,27.0,1.0,1.0,1223.0,452.0,6824.0,263200.0,INLAND
-118.94,35.39,13.0,1.0,1.0,1318.0,397.0,9718.875,373200.0,INLAND
-118.9,35.41,6.0,1.0,1.0,2320.0,935.0,3867.25,186600.0,INLAND
-118.94,35.41,10.0,1.0,1.0,1539.0,483.0,7954.875,271000.0,INLAND
-118.91,35.4,10.0,1.0,1.0,1398.0,763.0,3211.25,211000.0,INLAND
-118.87,35.37,14.0,1.0,1.0,1352.0,411.0,4430.125,159000.0,INLAND
-118.91,35.37,32.0,1.0,1.0,2590.0,721.0,4182.75,120200.0,INLAND
-118.88,35.34,20.0,1.0,1.0,762.0,253.0,2638.875,195600.0,INLAND
-118.92,35.37,17.0,1.0,1.0,1746.0,640.0,3114.8749999999995,136400.0,INLAND
-118.93,35.37,34.0,1.0,1.0,1558.0,421.0,3362.875,110600.0,INLAND
-118.94,35.37,33.0,1.0,1.0,2352.0,704.0,2580.3749999999995,100200.0,INLAND
-118.94,35.37,23.0,1.0,1.0,790.0,230.0,2315.375,104400.0,INLAND
-118.95,35.37,34.0,1.0,1.0,1059.0,349.0,2698.5,107600.0,INLAND
-118.94,35.37,37.0,1.0,1.0,971.0,335.0,3593.75,99800.0,INLAND
-118.95,35.37,37.0,1.0,1.0,946.0,295.0,2091.0,95800.0,INLAND
-118.96,35.37,41.0,1.0,1.0,1066.0,318.0,2183.375,89800.0,INLAND
-118.96,35.37,40.0,1.0,1.0,1026.0,337.0,1706.25,93600.0,INLAND
-118.97,35.39,38.0,1.0,1.0,1547.0,441.0,3467.4999999999995,104000.0,INLAND
-118.97,35.38,32.0,1.0,1.0,1483.0,297.0,2031.25,78600.0,INLAND
-118.98,35.38,39.0,1.0,1.0,1182.0,355.0,1331.0,85000.0,INLAND
-118.97,35.38,42.0,1.0,1.0,1038.0,299.0,1243.875,81000.0,INLAND
-118.97,35.37,41.0,1.0,1.0,1781.0,543.0,2352.375,101000.0,INLAND
-118.97,35.38,35.0,1.0,1.0,1041.0,413.0,1718.75,100000.0,INLAND
-118.99,35.38,26.0,1.0,1.0,1025.0,304.0,1753.0,87000.0,INLAND
-118.99,35.38,30.0,1.0,1.0,1116.0,298.0,1681.375,100000.0,INLAND
-118.98,35.39,22.0,1.0,1.0,1592.0,420.0,1768.25,83200.0,INLAND
-118.98,35.38,24.0,1.0,1.0,1460.0,410.0,1848.25,94600.0,INLAND
-118.98,35.38,34.0,1.0,1.0,795.0,228.0,2031.25,86600.0,INLAND
-118.98,35.38,28.0,1.0,1.0,1193.0,273.0,1079.875,83800.0,INLAND
-118.99,35.39,39.0,1.0,1.0,1516.0,435.0,2001.125,82600.0,INLAND
-118.99,35.39,36.0,1.0,1.0,1054.0,341.0,2289.875,95800.0,INLAND
-118.99,35.39,52.0,1.0,1.0,1325.0,522.0,3135.3750000000005,125200.0,INLAND
-118.98,35.39,29.0,1.0,1.0,476.0,143.0,1484.375,86400.0,INLAND
-118.98,35.39,32.0,1.0,1.0,2375.0,684.0,1577.25,78800.0,INLAND
-119.0,35.37,41.0,1.0,1.0,216.0,80.0,2776.5,96000.0,INLAND
-118.99,35.37,36.0,1.0,1.0,814.0,174.0,1846.625,99800.0,INLAND
-118.99,35.37,38.0,1.0,1.0,743.0,222.0,2161.5,101200.0,INLAND
-118.98,35.37,35.0,1.0,1.0,670.0,181.0,1454.75,100800.0,INLAND
-118.97,35.37,52.0,1.0,1.0,380.0,97.0,1765.625,70000.0,INLAND
-119.01,35.38,44.0,1.0,1.0,274.0,86.0,1492.9999999999998,100000.0,INLAND
-119.01,35.38,52.0,1.0,1.0,158.0,26.0,1343.75,120000.0,INLAND
-119.01,35.37,35.0,1.0,1.0,477.0,41.0,2390.625,80000.0,INLAND
-119.01,35.37,44.0,1.0,1.0,364.0,121.0,1847.375,117000.0,INLAND
-119.02,35.38,52.0,1.0,1.0,36.0,31.0,1006.75,105000.0,INLAND
-119.02,35.38,48.0,1.0,1.0,129.0,63.0,1484.375,112600.0,INLAND
-119.02,35.39,52.0,1.0,1.0,106.0,49.0,2556.875,130000.0,INLAND
-119.01,35.37,45.0,1.0,1.0,568.0,139.0,2165.125,153800.0,INLAND
-119.03,35.38,38.0,1.0,1.0,843.0,410.0,3750.0,168600.0,INLAND
-119.03,35.38,52.0,1.0,1.0,540.0,260.0,3414.0,279200.0,INLAND
-119.03,35.37,52.0,1.0,1.0,554.0,277.0,2098.25,238200.0,INLAND
-119.04,35.37,44.0,1.0,1.0,667.0,300.0,3593.75,150400.0,INLAND
-119.03,35.39,28.0,1.0,1.0,1593.0,763.0,3727.625,222400.0,INLAND
-119.04,35.36,36.0,1.0,1.0,1051.0,411.0,2295.25,118800.0,INLAND
-119.05,35.36,30.0,1.0,1.0,2307.0,754.0,4568.5,154400.0,INLAND
-119.05,35.36,16.0,1.0,1.0,2261.0,959.0,4157.625,221800.0,INLAND
-119.07,35.36,19.0,1.0,1.0,2155.0,831.0,5838.125,206400.0,INLAND
-119.08,35.36,12.0,1.0,1.0,2966.0,1092.0,5723.875000000001,231800.0,INLAND
-119.06,35.36,9.0,1.0,1.0,409.0,212.0,5435.25,175400.0,INLAND
-119.03,35.37,42.0,1.0,1.0,1035.0,442.0,3314.125,129600.0,INLAND
-119.03,35.36,41.0,1.0,1.0,977.0,388.0,4887.125,147600.0,INLAND
-119.04,35.36,40.0,1.0,1.0,771.0,306.0,3804.375,124000.0,INLAND
-119.04,35.37,46.0,1.0,1.0,714.0,297.0,2727.25,135600.0,INLAND
-119.02,35.37,44.0,1.0,1.0,1521.0,549.0,2151.625,108200.0,INLAND
-119.02,35.36,48.0,1.0,1.0,947.0,363.0,2853.375,125000.0,INLAND
-119.02,35.36,47.0,1.0,1.0,847.0,315.0,3132.7500000000005,132400.0,INLAND
-119.03,35.36,41.0,1.0,1.0,1342.0,595.0,2458.875,138600.0,INLAND
-119.01,35.37,38.0,1.0,1.0,1191.0,366.0,2350.125,100600.0,INLAND
-119.01,35.36,38.0,1.0,1.0,1203.0,373.0,2099.625,106400.0,INLAND
-119.01,35.36,36.0,1.0,1.0,1490.0,529.0,1519.625,99000.0,INLAND
-119.01,35.36,24.0,1.0,1.0,1277.0,435.0,1320.0,88200.0,INLAND
-119.01,35.37,33.0,1.0,1.0,579.0,172.0,1558.6249999999998,78400.0,INLAND
-119.0,35.36,40.0,1.0,1.0,764.0,186.0,1175.875,72200.0,INLAND
-119.0,35.36,39.0,1.0,1.0,805.0,197.0,1562.5,70000.0,INLAND
-119.0,35.35,35.0,1.0,1.0,992.0,284.0,1751.875,82400.0,INLAND
-119.0,35.36,35.0,1.0,1.0,1258.0,239.0,2171.875,82200.0,INLAND
-118.98,35.37,36.0,1.0,1.0,1223.0,329.0,1209.375,79200.0,INLAND
-118.98,35.36,29.0,1.0,1.0,933.0,227.0,2122.625,83800.0,INLAND
-118.98,35.36,15.0,1.0,1.0,1059.0,279.0,1577.125,70400.0,INLAND
-118.99,35.36,18.0,1.0,1.0,1210.0,344.0,1392.0,80600.0,INLAND
-118.99,35.36,31.0,1.0,1.0,1168.0,340.0,1529.0,83600.0,INLAND
-118.94,35.36,19.0,1.0,1.0,1823.0,500.0,3910.125,137400.0,INLAND
-118.95,35.36,30.0,1.0,1.0,1753.0,482.0,2634.75,94400.0,INLAND
-118.96,35.37,32.0,1.0,1.0,874.0,236.0,2451.5,91800.0,INLAND
